geoid,year,median_income,median_rent,population,previous_population,renter_households,rent_burden_pct,dwellings_total,dwellings_single_detached,dwellings_semi_detached,dwellings_row_house,dwellings_apt_duplex,dwellings_apt_low_rise,dwellings_apt_high_rise,owner_households,tenure_renter_households
5350576.16,2021,118000.0,1500.0,6366,6468,240,35.4,1610,985,245,135,210,20,0,1365,245
5350576.17,2021,114000.0,2000.0,6724,6767,245,36.7,1680,1005,235,295,130,15,0,1430,245
5350576.20,2021,114000.0,1450.0,6606,6827,275,25.5,1575,715,530,45,250,40,0,1300,275
5350576.22,2021,119000.0,1500.0,7297,7401,285,38.6,1810,1060,410,85,220,20,5,1520,285
5350576.29,2021,118000.0,1210.0,4160,4136,120,29.2,1120,330,580,200,10,5,0,1015,120
5350576.31,2021,139000.0,880.0,3726,3786,125,40.9,1165,1030,0,0,35,95,0,1040,125
5350576.33,2021,125000.0,1410.0,2624,2518,65,0.0,795,710,0,5,80,0,0,745,65
5350576.34,2021,117000.0,2160.0,5987,6067,180,44.4,1655,780,600,215,35,15,5,1460,180
5350576.43,2021,122000.0,1740.0,6487,6463,195,28.2,1720,1050,230,325,95,15,5,1515,195
5350576.44,2021,130000.0,1500.0,2727,2784,55,0.0,725,605,0,110,5,0,0,685,60
5350576.45,2021,119000.0,1400.0,2816,2929,70,35.7,695,515,135,0,40,5,0,640,70
5350576.46,2021,112000.0,1300.0,5286,5318,195,33.3,1345,585,365,220,140,30,0,1145,190
5350576.47,2021,166000.0,1900.0,4274,4062,60,50.0,930,885,0,0,40,0,0,840,60
5350576.49,2021,120000.0,1900.0,5144,6039,145,27.6,1310,1150,20,50,85,0,0,1155,145
5350576.50,2021,125000.0,2160.0,6726,6735,150,31.0,1690,1290,140,175,65,10,0,1550,150
5350576.52,2021,124000.0,2040.0,5738,5871,150,50.0,1465,1010,355,60,30,0,0,1335,155
5350576.53,2021,125000.0,2160.0,4365,4441,135,29.6,1095,710,375,0,5,5,0,930,140
5350576.54,2021,112000.0,1840.0,5729,4682,295,55.4,1500,720,20,365,300,5,90,1215,290
5350576.55,2021,126000.0,1350.0,6734,6800,145,31.0,1495,1155,205,0,135,0,0,1350,145
5350576.57,2021,95000.0,1860.0,4141,3505,155,64.5,1305,510,0,80,15,195,505,1150,155
5350576.59,2021,120000.0,1210.0,6394,6551,175,37.1,1530,735,340,230,205,10,5,1360,175
5350576.62,2021,128000.0,1410.0,6824,7013,225,35.6,1605,910,320,130,235,5,0,1375,225
5350576.63,2021,141000.0,2160.0,6577,6183,140,14.8,1450,1170,140,95,40,0,0,1295,140
5350576.65,2021,114000.0,2500.0,3054,2364,160,56.3,785,110,190,470,15,0,0,630,155
5350576.66,2021,122000.0,1500.0,6457,6608,185,32.4,1440,935,120,260,125,0,0,1250,190
5350576.68,2021,133000.0,1300.0,4910,5096,115,43.5,1200,1055,0,0,130,5,0,1090,120
5350576.69,2021,132000.0,1760.0,5710,5665,160,48.4,1310,830,370,25,80,5,0,1175,165
5350576.73,2021,166000.0,1660.0,2587,2451,80,43.8,635,605,10,0,25,0,0,580,85
5350576.74,2021,148000.0,1700.0,8511,1524,100,30.0,1735,1650,75,0,10,0,0,1625,95
5350576.75,2021,151000.0,1400.0,6421,6463,80,25.0,1480,1450,0,0,30,0,0,1395,75
5350576.76,2021,135000.0,2120.0,4803,4584,85,0.0,1275,1090,0,140,50,0,0,1210,85
5350576.77,2021,136000.0,2460.0,5196,4971,90,33.3,1250,960,280,0,10,0,0,1145,85
5350576.78,2021,126000.0,2220.0,5212,5197,170,26.5,1165,740,320,0,105,0,0,985,175
5350576.79,2021,117000.0,2200.0,2684,2771,70,42.9,645,400,150,0,80,20,0,575,75
5350576.80,2021,122000.0,1800.0,3248,3193,75,46.7,875,490,365,20,0,0,0,805,75
5350576.81,2021,128000.0,1640.0,4741,5004,75,40.0,1160,910,225,0,15,0,0,1075,75
5350576.82,2021,140000.0,1400.0,5296,5260,115,34.8,1145,1075,0,0,75,0,0,1030,115
5350576.83,2021,143000.0,,2549,2579,30,0.0,555,525,0,0,35,0,0,530,30
5350576.84,2021,118000.0,2640.0,5595,1567,225,45.5,1360,710,355,290,5,0,0,1115,230
5350576.85,2021,120000.0,1760.0,6827,6825,250,34.7,1635,795,340,360,125,20,0,1390,250
5350576.86,2021,132000.0,1600.0,4443,4544,90,27.8,1005,625,195,100,85,0,0,895,90
5350576.87,2021,146000.0,1400.0,4013,4063,110,33.3,930,870,0,0,60,0,0,835,105
5350576.88,2021,128000.0,2000.0,4353,4404,90,44.4,955,630,5,285,35,0,0,845,90
5350576.89,2021,127000.0,1740.0,3694,3686,80,31.3,825,495,65,205,55,0,0,765,85
5350576.90,2021,114000.0,1220.0,3930,3799,365,43.1,1090,525,60,255,30,0,225,740,365
5350576.91,2021,140000.0,2260.0,12629,5693,550,41.3,3400,2205,265,880,30,5,0,2835,550
5350576.92,2021,93000.0,2260.0,5764,4924,240,45.8,2100,685,320,700,5,395,0,1870,240
5350576.93,2021,114000.0,2020.0,8477,7525,295,31.0,2095,600,840,510,120,25,0,1780,295
5350576.94,2021,124000.0,2620.0,4490,4257,160,37.5,1055,460,565,0,20,0,0,890,155
5350576.95,2021,137000.0,2540.0,4269,4248,150,36.7,915,740,145,0,40,0,0,795,150
5350576.96,2021,125000.0,2020.0,7097,6812,210,52.4,1640,555,870,190,30,0,0,1420,210
5350576.97,2021,131000.0,2000.0,4351,4362,110,40.9,960,515,410,20,15,0,0,860,105
5350576.98,2021,119000.0,2620.0,29669,6067,1445,52.1,7565,5000,760,1395,180,5,220,6080,1445
5350576.99,2021,120000.0,2320.0,5773,4654,320,40.6,1600,810,25,565,15,75,110,1220,320
5350577.00,2021,130000.0,2460.0,9294,5958,435,43.7,2215,1160,785,130,95,10,35,1795,440
5350577.01,2021,131000.0,2080.0,3270,3231,115,50.0,810,470,250,85,10,0,0,690,115
5350577.02,2021,127000.0,2200.0,5173,3373,145,24.1,1170,625,325,180,40,5,0,1045,140
5350577.03,2021,139000.0,2240.0,6193,4852,170,33.3,1355,920,315,40,50,30,0,1215,165
5350577.04,2021,172000.0,2580.0,6712,5943,90,44.4,1550,1450,45,25,25,0,0,1490,95
5350577.05,2021,134000.0,2380.0,5208,4037,185,45.9,1250,775,325,125,25,5,0,1070,180
5350577.06,2021,158000.0,1900.0,5823,5196,120,34.8,1300,1180,80,10,20,10,0,1200,120
5350577.07,2021,122000.0,1800.0,3726,3759,90,44.4,915,580,315,0,10,5,0,820,95
5350577.08,2021,135000.0,2300.0,4532,4503,100,26.3,1135,1105,5,0,20,0,0,1020,100
5350577.09,2021,119000.0,2460.0,3472,3230,265,39.6,1020,320,5,585,0,110,0,755,265
5350585.02,2021,125000.0,2240.0,6275,6180,185,40.5,1875,1435,295,115,20,5,0,1685,190
5350585.03,2021,118000.0,1210.0,5493,5451,390,36.4,1955,1385,105,120,65,100,175,1565,385
5350585.05,2021,141000.0,2020.0,6882,7211,145,37.9,2215,1810,215,110,35,40,0,2070,140
5350585.07,2021,142000.0,1590.0,7842,7011,205,46.3,2490,2100,115,155,15,95,0,2210,210
5350585.08,2021,174000.0,1430.0,4020,3829,40,0.0,1225,1200,10,5,15,0,0,1240,45
5350585.09,2021,124000.0,1500.0,5872,5761,215,46.5,1980,1535,150,145,45,105,0,1760,215
5350585.10,2021,124000.0,2320.0,4628,4112,155,67.7,1505,1010,130,310,0,0,65,1360,150
5350586.02,2021,115000.0,1280.0,3032,2894,165,27.3,1005,945,10,5,20,20,0,855,170
5350586.03,2021,121000.0,2060.0,4674,2975,250,34.0,1220,970,25,185,30,5,0,935,270
5350586.04,2021,134000.0,1500.0,6588,4919,165,42.4,1700,1060,240,330,10,40,20,1535,165
5350586.05,2021,138000.0,2520.0,9563,4668,150,31.0,2535,1915,285,300,30,0,0,2385,150
5350587.01,2021,145000.0,1350.0,6072,5966,175,45.7,2015,1865,55,35,30,20,5,1840,175
5350587.02,2021,135000.0,1580.0,5640,5525,260,42.0,1990,1900,15,5,15,50,0,1730,255
5350600.01,2021,184000.0,3600.0,6273,6302,160,43.8,2030,2020,0,5,5,0,0,1870,160
5350600.02,2021,144000.0,1660.0,6756,7016,210,35.7,2095,1730,65,225,75,0,5,1880,215
5350601.00,2021,214000.0,4320.0,4159,4115,145,50.0,1295,1240,0,5,15,30,0,1160,145
5350602.00,2021,170000.0,1740.0,4851,4898,275,52.7,1750,1280,5,0,10,80,375,1470,270
5350603.00,2021,69500.0,1460.0,5790,4999,1965,43.4,2880,550,35,45,95,480,1680,950,1965
5350604.00,2021,93000.0,1590.0,2382,2343,540,50.9,1190,330,20,110,0,215,495,585,535
5350605.00,2021,137000.0,2260.0,2544,2532,340,55.9,1075,455,0,250,10,185,140,760,340
5350606.00,2021,85000.0,1260.0,5384,5092,800,40.6,2160,1275,35,145,145,300,260,1370,795
5350607.00,2021,125000.0,2860.0,3068,2978,155,54.8,1050,995,5,0,50,5,0,915,155
5350608.00,2021,116000.0,1780.0,2746,2674,230,26.1,850,685,0,115,45,0,0,590,235
5350609.00,2021,166000.0,2220.0,2943,2802,100,40.0,960,885,0,60,20,0,0,865,100
5350610.03,2021,83000.0,1740.0,4563,4533,1145,54.4,2470,430,60,270,30,295,1385,1345,1150
5350610.04,2021,95000.0,1000.0,3228,3244,320,31.3,1400,580,15,285,10,10,500,1055,325
5350610.05,2021,159000.0,3180.0,4592,4673,55,0.0,1500,1450,0,35,15,0,0,1435,55
5350610.06,2021,155000.0,3040.0,4234,4203,185,48.6,1510,1035,20,245,15,0,200,1335,185
5350611.00,2021,137000.0,2760.0,5025,4992,165,54.5,1685,1635,0,0,55,0,0,1500,170
5350612.01,2021,,,51,68,,,15,15,0,0,0,0,0,,
5350612.03,2021,132000.0,1530.0,6108,6249,375,35.6,2000,1225,10,505,10,110,135,1625,370
5350612.05,2021,127000.0,1080.0,5753,5871,510,21.6,2030,1070,5,575,0,0,375,1520,505
5350612.08,2021,134000.0,2060.0,5410,5562,290,43.9,1675,1035,10,560,55,15,0,1380,290
5350612.10,2021,,,44,51,0,,20,20,0,0,0,0,0,15,10
5350612.11,2021,170000.0,3140.0,5655,5811,110,23.8,1745,1325,85,310,15,0,0,1630,110
5350612.12,2021,159000.0,2240.0,6550,6846,155,20.7,2025,1420,355,220,25,10,0,1875,155
5350612.13,2021,121000.0,1860.0,3763,3811,125,36.0,1405,850,0,60,5,350,140,1270,125
5350612.14,2021,129000.0,1880.0,4311,4261,130,37.5,1450,820,70,220,5,330,0,1330,130
5350612.15,2021,142000.0,2300.0,7989,7111,575,43.1,2645,1130,0,1140,0,225,150,2090,570
5350612.18,2021,154000.0,2820.0,4410,4379,195,43.6,1330,925,110,290,0,0,0,1190,190
5350612.19,2021,147000.0,2320.0,4008,4067,210,32.5,1290,740,85,460,0,0,0,1150,205
5350612.20,2021,162000.0,2640.0,4302,4403,105,47.6,1310,975,120,215,0,0,0,1210,105
5350612.21,2021,158000.0,2640.0,6922,6694,295,43.9,2000,1030,205,765,0,5,0,1700,295
5350612.22,2021,147000.0,2560.0,8217,7321,465,46.7,2440,1405,10,735,0,285,0,1970,465
5350612.23,2021,145000.0,2760.0,4957,4822,220,47.7,1500,1035,70,365,0,0,20,1275,220
5350612.25,2021,164000.0,3180.0,5324,5474,105,35.0,1600,1330,70,175,25,0,0,1490,110
5350612.26,2021,93000.0,2300.0,6373,4141,1180,57.4,2755,190,325,480,0,1080,680,1570,1180
5350612.27,2021,131000.0,1620.0,5327,5322,350,40.6,1825,970,100,530,20,205,0,1480,345
5350612.28,2021,202000.0,3920.0,3918,3971,75,53.3,1115,945,0,165,5,0,0,1040,70
5350612.29,2021,127000.0,2780.0,4110,4011,265,68.6,1320,600,105,260,5,0,350,1060,265
5350613.01,2021,115000.0,1780.0,4269,4134,240,25.5,1515,975,230,275,25,5,0,1255,240
5350613.03,2021,93000.0,1700.0,4207,4071,595,43.6,1530,635,155,295,15,45,385,960,590
5350613.04,2021,72000.0,1800.0,4856,4477,1135,50.9,2115,395,55,150,120,10,1385,975,1130
5350614.01,2021,135000.0,2620.0,3141,3137,75,28.6,1085,760,95,210,0,25,0,1020,75
5350614.02,2021,123000.0,2560.0,3929,3941,105,38.1,1405,985,40,210,15,160,0,1300,100
5350615.00,2021,131000.0,2900.0,21317,6430,1855,55.6,6525,3765,740,1490,10,220,300,4555,1850
5350620.05,2021,166000.0,2740.0,4761,4590,50,50.0,1300,1250,30,10,5,0,0,1220,45
5350620.06,2021,118000.0,2220.0,7833,6801,455,51.6,2415,605,560,980,5,0,265,1965,450
5350620.07,2021,157000.0,2740.0,5458,5447,70,64.3,1395,1160,170,60,10,0,0,1355,70
5350620.09,2021,127000.0,2240.0,6174,5278,280,33.9,1825,855,260,565,5,135,0,1565,275
5350620.13,2021,118000.0,1900.0,2419,2369,105,33.3,820,775,10,30,5,5,0,700,110
5350620.14,2021,130000.0,1980.0,5784,5768,205,29.3,1715,865,385,200,0,260,0,1535,205
5350620.15,2021,103000.0,2060.0,4095,3427,265,35.8,1535,285,130,460,10,645,0,1240,270
5350620.16,2021,131000.0,2540.0,3238,2951,120,30.4,935,400,40,490,0,0,0,800,120
5350620.17,2021,134000.0,2200.0,5138,4975,170,38.2,1465,630,305,310,0,0,220,1300,175
5350620.18,2021,127000.0,2600.0,4634,4536,220,50.0,1320,490,255,430,0,0,145,1115,225
5350620.19,2021,168000.0,2900.0,3155,3053,30,50.0,800,770,0,25,0,5,0,780,35
5350620.20,2021,156000.0,2860.0,4584,4366,70,50.0,1105,875,145,85,0,0,0,1025,75
5350620.21,2021,123000.0,2420.0,5328,4257,420,47.6,1525,265,155,1015,0,90,5,1095,425
5350620.22,2021,145000.0,2360.0,4823,4626,180,50.0,1310,915,75,315,0,5,0,1150,180
5350620.23,2021,130000.0,2500.0,4508,2802,170,29.4,1200,745,245,210,0,0,0,995,170
5350620.24,2021,142000.0,2480.0,7044,6856,175,45.7,1865,1090,250,510,20,0,0,1710,175
5350620.25,2021,131000.0,2740.0,5889,2698,305,53.4,1655,850,285,470,5,20,25,1365,300
5350620.26,2021,120000.0,2320.0,3554,3426,220,45.2,1040,490,0,445,5,95,0,805,225
5350620.27,2021,120000.0,2420.0,4385,3839,305,32.8,1305,580,130,450,0,95,55,990,305
5350620.28,2021,114000.0,2500.0,4093,20,405,51.9,1230,715,5,290,0,15,205,820,405
5350620.29,2021,131000.0,2660.0,7578,813,510,48.0,1995,1460,10,510,5,5,0,1480,510
5350621.00,2021,116000.0,1320.0,6057,5583,245,41.7,2165,1280,230,395,25,130,95,1915,245
5350622.00,2021,108000.0,1590.0,6203,6042,555,37.8,2270,1350,55,550,60,80,170,1710,560
5350623.00,2021,74000.0,1370.0,3572,3604,760,37.1,1700,630,20,15,70,180,790,930,760
5350624.00,2021,108000.0,1130.0,5288,5280,425,27.7,1965,1310,0,305,25,110,215,1560,420
5350625.00,2021,105000.0,1210.0,1457,880,50,0.0,160,130,5,0,5,20,0,105,50
5350626.00,2021,143000.0,1290.0,5927,5841,180,40.0,2015,1950,5,5,30,15,0,1850,180
5350630.00,2021,124000.0,1700.0,3352,3315,185,37.8,1055,1020,5,0,5,15,0,855,185
5350631.02,2021,162000.0,2600.0,5911,4903,75,33.3,1715,1435,60,205,10,0,0,1625,80
5350631.03,2021,194000.0,2200.0,4968,4827,40,50.0,1390,1330,55,0,5,0,0,1380,35
5350631.04,2021,164000.0,2420.0,5650,5440,55,54.5,1725,1375,155,180,10,0,0,1650,55
5350632.00,2021,112000.0,1250.0,4412,4353,285,45.6,1720,1185,90,35,70,255,80,1435,280
5350633.00,2021,100000.0,1340.0,3736,3379,320,39.1,1495,410,105,660,25,80,220,1190,315
5350634.01,2021,149000.0,1070.0,4381,4431,80,37.5,1445,1100,5,280,35,25,0,1350,80
5350634.02,2021,111000.0,1320.0,3595,3666,200,22.5,1375,1090,45,70,100,70,0,1190,200
5350635.00,2021,101000.0,1300.0,6022,6066,770,42.2,2450,1270,145,140,85,375,435,1680,765
5350636.00,2021,124000.0,1250.0,3185,3064,195,31.6,1115,795,5,140,85,85,0,920,195
5350637.00,2021,129000.0,1530.0,7306,7255,295,52.5,2505,2185,20,0,40,260,0,2205,300
5350638.00,2021,99000.0,1210.0,6034,6012,555,43.2,2320,1475,170,200,35,280,150,1780,555
5350639.00,2021,120000.0,1160.0,4399,4450,165,30.3,1520,1275,35,85,40,80,0,1340,165
5350800.01,2021,90000.0,1940.0,3828,3107,505,43.0,1810,405,50,490,55,20,795,1335,505
5350800.02,2021,95000.0,1580.0,4844,4534,510,31.4,1860,935,340,40,310,215,5,1325,505
5350801.01,2021,106000.0,1550.0,3579,3513,170,44.1,1355,800,165,155,130,105,0,1180,175
5350801.02,2021,136000.0,1600.0,6181,5881,155,38.7,2065,1735,10,165,130,15,0,1910,155
5350802.01,2021,130000.0,2100.0,4011,3829,65,0.0,1305,810,155,270,65,5,0,1230,65
5350802.02,2021,143000.0,2000.0,5373,5675,150,30.0,1800,1515,45,150,85,5,0,1660,150
5350803.03,2021,136000.0,1500.0,5633,5375,265,35.8,1825,1280,5,260,165,10,105,1555,265
5350803.04,2021,151000.0,1820.0,6258,5923,185,32.4,1840,1300,235,190,100,15,5,1660,180
5350803.05,2021,143000.0,1300.0,6850,6831,120,36.4,2130,1465,275,320,55,15,0,2010,115
5350803.06,2021,129000.0,1300.0,5452,5564,230,39.1,1730,1225,170,220,60,50,0,1505,225
5350804.01,2021,145000.0,1400.0,7216,7247,100,20.0,2290,2060,25,65,110,35,0,2195,100
5350804.05,2021,139000.0,1250.0,7125,6786,155,38.7,2235,1645,310,85,115,25,60,2080,155
5350804.06,2021,114000.0,560.0,3011,3039,100,30.0,1065,495,320,165,30,45,0,950,105
5350804.07,2021,94000.0,1560.0,3796,4148,400,40.0,1305,250,130,670,45,105,110,895,405
5350804.08,2021,145000.0,1820.0,3623,3663,50,0.0,1155,1055,35,5,55,0,0,1125,50
5350804.10,2021,81000.0,1780.0,4860,4955,545,38.0,2220,240,180,335,20,195,1260,1690,545
5350804.11,2021,93000.0,1840.0,5896,5537,360,43.1,2145,590,35,735,95,10,675,1790,360
5350804.12,2021,122000.0,2160.0,8874,6694,390,32.1,2635,1305,150,890,75,210,10,2190,385
5350804.13,2021,122000.0,1270.0,4931,5012,195,48.7,1380,1120,5,35,215,0,0,1220,200
5350805.04,2021,150000.0,2080.0,8024,7226,150,30.0,2465,1880,50,490,40,0,0,2310,150
5350805.06,2021,109000.0,1190.0,6154,6033,450,31.8,1885,1020,50,565,150,15,90,1440,450
5350805.09,2021,125000.0,1780.0,5648,5667,125,28.0,1620,1080,25,420,85,0,0,1495,120
5350805.10,2021,118000.0,1760.0,6464,6452,160,22.6,2035,1925,5,0,90,10,0,1895,160
5350805.16,2021,143000.0,2220.0,7541,7355,150,40.0,1870,1465,170,210,25,0,0,1720,150
5350805.17,2021,140000.0,2140.0,5598,5636,90,44.4,1485,1190,5,255,35,0,0,1400,85
5350805.18,2021,123000.0,1450.0,3011,3048,110,22.7,940,680,0,170,80,5,0,840,105
5350805.19,2021,102000.0,1740.0,1794,1853,80,50.0,620,440,0,0,25,0,150,520,80
5350805.20,2021,122000.0,2080.0,4716,4736,140,21.4,1425,500,340,540,35,15,0,1295,135
5350805.21,2021,118000.0,2340.0,1664,1679,70,42.9,505,295,55,100,50,5,0,455,65
5350805.22,2021,140000.0,2300.0,4696,4273,110,18.2,1210,1100,80,20,5,0,0,1090,105
5350805.23,2021,121000.0,2420.0,6964,5139,325,50.8,1905,1125,80,685,5,5,0,1565,330
5350805.24,2021,125000.0,,333,276,0,,85,75,0,0,10,0,0,75,10
5350805.25,2021,131000.0,2480.0,10050,8393,465,52.7,2755,1695,430,415,35,145,35,2290,465
5350805.26,2021,240000.0,,346,295,0,,100,100,0,0,5,0,0,110,0
5350805.27,2021,136000.0,2120.0,8917,8430,145,34.5,2340,1730,340,255,5,5,0,2195,140
5350806.00,2021,119000.0,2400.0,4854,1559,335,56.7,1530,1240,55,165,50,0,20,1180,340
5350807.00,2021,126000.0,1430.0,2375,2403,180,19.4,840,765,20,0,15,30,0,665,190
5350810.01,2021,73500.0,1430.0,4123,3888,880,35.6,1740,100,265,0,35,330,1005,870,880
5350810.02,2021,94000.0,755.0,2402,2404,230,28.3,980,610,20,130,80,140,0,750,235
5350810.03,2021,111000.0,1800.0,3147,3092,95,42.1,1195,925,5,200,60,5,0,1075,95
5350810.04,2021,92000.0,1720.0,6306,5479,955,44.7,2610,1210,20,475,50,155,700,1655,955
5350810.05,2021,119000.0,1590.0,3642,3602,135,44.4,1365,855,140,40,35,290,0,1250,140
5350811.00,2021,78500.0,1350.0,3882,3752,850,39.4,1620,545,0,305,65,250,450,750,855
5350812.00,2021,106000.0,1800.0,6203,6159,265,25.5,2110,1625,65,205,155,60,0,1855,260
5350820.03,2021,141000.0,1500.0,3884,3888,90,44.4,1110,950,35,40,85,0,0,1015,95
5350820.04,2021,133000.0,1590.0,2704,2764,50,30.0,750,500,5,210,30,0,0,705,45
5350820.05,2021,162000.0,,2371,2229,25,0.0,665,550,15,85,15,0,0,640,30
5350820.06,2021,95000.0,1680.0,1994,1927,180,47.2,820,465,0,90,45,20,200,625,175
5350820.07,2021,141000.0,1190.0,4088,4002,205,29.3,1280,910,50,105,55,155,0,1070,205
5350830.00,2021,137000.0,1130.0,4964,4596,170,29.4,1725,1680,10,0,25,5,0,1550,180
5350831.01,2021,122000.0,1200.0,5660,5750,295,42.4,2060,1650,15,80,40,265,0,1765,290
5350831.02,2021,100000.0,1450.0,6904,6780,665,45.5,2805,1775,100,310,85,400,135,2140,665
5350832.00,2021,121000.0,1300.0,4028,4050,125,36.0,1420,1405,0,0,5,0,0,1275,140
5370200.00,2021,142000.0,1460.0,2700,2745,35,0.0,965,735,30,180,10,0,0,950,35
5370201.00,2021,106000.0,1780.0,4124,3605,410,37.8,1640,925,110,350,45,130,75,1205,410
5370202.00,2021,87000.0,1840.0,6353,6237,1400,57.4,2990,1090,80,250,25,245,1300,1590,1395
5370203.00,2021,111000.0,1480.0,2821,2603,285,43.9,1275,860,0,55,10,80,265,995,280
5370204.00,2021,87000.0,1660.0,5083,5128,1025,40.7,2050,680,25,525,15,15,795,1020,1025
5370205.01,2021,108000.0,1580.0,3185,3207,175,40.0,1340,675,30,520,20,95,0,1180,175
5370205.02,2021,68000.0,1590.0,5384,5406,1835,44.8,2940,575,10,145,5,70,2135,1080,1835
5370206.00,2021,72000.0,1530.0,3741,3699,1065,51.9,1970,365,30,115,50,260,1140,890,1060
5370207.01,2021,119000.0,1550.0,6514,6520,700,40.0,2415,1250,135,650,30,200,155,1720,700
5370207.02,2021,128000.0,1260.0,5946,5975,165,21.2,1970,1375,485,85,15,5,5,1840,165
5370207.03,2021,120000.0,1940.0,3865,3862,60,41.7,1415,945,0,295,10,20,145,1345,60
5370207.04,2021,85000.0,1240.0,2547,2505,240,52.1,1135,290,0,440,5,0,405,915,240
5370208.00,2021,97000.0,1500.0,3215,3131,430,27.9,1260,695,15,415,60,35,35,820,430
5370209.00,2021,104000.0,1920.0,1609,1585,55,36.4,615,590,0,0,30,0,0,590,50
5370210.00,2021,96000.0,1600.0,2415,2444,255,41.2,910,340,125,325,30,90,0,645,250
5370211.00,2021,88000.0,1800.0,4173,3012,975,46.1,1845,525,85,230,20,305,675,820,975
5370212.00,2021,95000.0,1230.0,1559,1594,315,34.9,715,315,35,100,5,210,50,405,310
5370213.00,2021,81000.0,1620.0,4129,3814,1420,46.3,2330,445,10,20,30,340,1475,935,1420
5370214.00,2021,92000.0,1290.0,2614,2621,380,41.3,1175,670,0,145,20,130,215,815,380
5370215.00,2021,86000.0,1370.0,2754,2727,615,45.9,1300,510,5,50,30,265,440,720,615
5370216.00,2021,180000.0,1840.0,4281,4097,95,36.8,1495,1340,5,75,20,5,50,1410,90
5370217.01,2021,68500.0,1400.0,5169,5159,1415,52.8,2490,500,15,620,10,85,1255,1065,1415
5370217.02,2021,117000.0,2340.0,3635,3615,100,40.0,1380,950,25,390,5,0,0,1290,105
5370218.00,2021,114000.0,1500.0,6961,6991,530,35.8,2670,1415,200,720,10,205,90,2140,530
5370219.00,2021,180000.0,2340.0,4658,4615,70,28.6,1585,1560,0,0,20,5,0,1515,65
5370220.00,2021,93000.0,1840.0,6140,6176,815,51.9,2540,1125,30,385,25,40,930,1735,810
5370221.00,2021,127000.0,2320.0,3154,3107,100,52.6,1160,975,30,140,5,5,0,1060,100
5370222.01,2021,,,0,0,,,,,,,,,,,
5370222.02,2021,107000.0,1900.0,4189,4246,200,42.5,1760,845,60,440,5,10,405,1525,205
5370222.03,2021,128000.0,1070.0,4540,4577,265,30.2,1575,770,140,515,0,130,10,1345,265
5370223.01,2021,110000.0,1130.0,2578,2645,130,50.0,980,760,0,140,20,60,0,820,125
5370223.02,2021,116000.0,2060.0,4484,4577,220,31.8,1690,980,190,260,60,205,0,1505,215
5370223.05,2021,140000.0,1340.0,3030,3157,120,37.5,1005,760,80,160,10,0,0,895,115
5370223.06,2021,150000.0,1680.0,3861,3954,45,44.4,1285,1170,0,35,20,60,0,1235,45
5370223.07,2021,121000.0,1600.0,4352,4428,145,37.9,1700,945,0,295,10,395,55,1555,145
5370223.10,2021,139000.0,2100.0,4605,4579,195,41.0,1590,985,30,265,0,310,0,1380,190
5370223.13,2021,142000.0,1210.0,4379,4480,200,25.6,1585,800,40,415,5,320,5,1400,200
5370223.14,2021,174000.0,2340.0,4176,4300,45,0.0,1450,945,10,490,5,0,0,1390,50
5370223.15,2021,134000.0,2300.0,2447,2365,45,44.4,875,360,5,485,0,25,0,830,45
5370223.16,2021,115000.0,1800.0,2056,2102,70,42.9,790,265,30,485,0,0,0,725,70
5370223.17,2021,136000.0,2040.0,3999,3499,200,55.0,1325,665,55,340,0,135,125,1130,205
5370223.18,2021,159000.0,2180.0,5121,5166,135,44.4,1620,1145,95,155,5,130,90,1495,140
5370223.19,2021,100000.0,2080.0,4301,4094,435,55.2,1835,0,295,690,0,325,510,1385,430
5370223.20,2021,97000.0,1920.0,4675,4363,290,51.7,1890,300,25,815,5,745,0,1620,295
5370224.02,2021,158000.0,1490.0,4014,3965,115,30.4,1315,1310,0,0,5,0,0,1170,115
5370224.03,2021,164000.0,2680.0,4705,4593,130,26.9,1275,995,140,130,5,0,0,1140,130
5370224.04,2021,155000.0,2300.0,2545,2514,55,45.5,705,455,135,120,0,0,0,650,60
5370224.05,2021,133000.0,2700.0,4162,3530,245,46.9,1335,620,245,235,0,215,0,1105,240
