geoid,year,median_income,median_rent,population,previous_population,renter_households,rent_burden_pct,dwellings_total,dwellings_single_detached,dwellings_semi_detached,dwellings_row_house,dwellings_apt_duplex,dwellings_apt_low_rise,dwellings_apt_high_rise,owner_households,tenure_renter_households
5350318.01,2021,93000.0,1520.0,4762,4721,650,42.9,1700,890,0,220,140,260,195,1050,650
5350318.02,2021,72500.0,1860.0,4137,3853,1050,50.2,1800,165,0,100,45,180,1305,755,1050
5350319.00,2021,82000.0,1660.0,4099,4191,565,42.0,1510,1035,0,5,115,20,325,940,560
5350320.01,2021,65000.0,1410.0,5178,5197,1430,50.0,2020,275,155,30,45,120,1395,595,1435
5350320.02,2021,81000.0,1660.0,5802,5869,840,42.3,2055,185,455,210,20,25,1165,1205,845
5350321.01,2021,103000.0,1840.0,3808,3830,280,49.1,1285,1065,5,0,195,20,0,980,275
5350321.02,2021,85000.0,1570.0,3879,4030,605,51.7,1445,920,0,15,85,5,420,860,610
5350322.01,2021,70000.0,2000.0,4495,4737,960,55.5,2195,0,0,0,0,50,2140,1240,955
5350322.02,2021,78000.0,860.0,3814,3500,500,43.0,1250,810,20,25,135,255,5,745,495
5350323.01,2021,87000.0,1840.0,4274,4289,1045,50.0,1810,505,0,0,30,0,1270,735,1040
5350323.02,2021,101000.0,2420.0,4950,5367,755,66.9,1830,740,210,90,50,155,585,1100,755
5350324.01,2021,91000.0,800.0,3275,3498,310,18.0,1115,300,270,100,25,410,0,815,305
5350324.02,2021,87000.0,705.0,5925,6123,650,17.8,2165,1150,65,310,145,150,335,1510,645
5350324.03,2021,84000.0,556.0,3671,3862,420,27.4,1675,155,345,0,10,135,1020,1290,415
5350324.05,2021,72500.0,560.0,3336,3388,495,28.3,1375,340,40,390,10,10,580,890,490
5350324.06,2021,100000.0,2240.0,3442,3561,195,44.7,1175,0,380,370,0,420,5,940,200
5350330.00,2021,102000.0,1530.0,4252,4288,440,52.3,1710,1180,70,0,100,10,350,1300,440
5350331.01,2021,102000.0,1300.0,5545,5629,415,36.1,2225,980,65,305,70,85,715,1780,415
5350331.03,2021,72000.0,1260.0,6065,6162,1405,30.8,1855,160,0,0,80,20,1600,450,1405
5350331.04,2021,88000.0,1540.0,3372,3212,140,37.0,1340,450,5,50,5,180,655,1195,140
5350332.00,2021,63200.0,1120.0,7337,7350,1730,25.4,2765,485,30,230,75,160,1780,1030,1735
5350333.00,2021,106000.0,1420.0,4717,4695,395,35.9,1635,1120,5,275,125,50,50,1255,390
5350334.00,2021,125000.0,1500.0,3610,3500,195,50.0,1285,1115,0,0,115,50,0,1075,195
5350335.00,2021,75500.0,1200.0,7857,7740,1565,35.9,2960,1160,55,165,220,65,1245,1395,1560
5350336.00,2021,96000.0,1350.0,6901,6772,435,41.4,2440,1655,150,0,505,120,0,1960,430
5350337.01,2021,65000.0,1130.0,1177,721,335,38.8,565,80,5,0,25,220,245,280,335
5350337.02,2021,65000.0,1000.0,2008,2155,550,34.5,840,310,0,0,35,465,25,275,545
5350338.00,2021,91000.0,950.0,6092,5956,935,28.1,2680,1485,65,35,155,575,330,1760,935
5350339.00,2021,100000.0,1500.0,6937,6687,1060,52.6,3095,1410,200,5,130,630,715,2035,1060
5350340.00,2021,78500.0,1280.0,6931,6771,1200,36.6,2455,1070,90,25,205,120,950,1220,1205
5350341.02,2021,68500.0,1160.0,4576,4379,810,35.4,1795,575,100,0,230,160,705,955,815
5350341.03,2021,48800.0,1000.0,3185,3436,1180,23.6,1165,0,0,0,0,0,1160,10,1175
5350341.04,2021,62000.0,1150.0,6152,6030,1695,29.2,2360,500,50,190,230,95,1295,670,1690
5350342.00,2021,94000.0,1190.0,7329,7561,990,38.1,2370,225,495,580,110,335,600,1465,990
5350343.00,2021,75000.0,1100.0,4260,4218,605,37.5,1550,680,205,5,215,250,185,855,600
5350344.01,2021,76000.0,1060.0,5183,5187,885,31.0,1840,780,85,80,310,215,310,945,880
5350344.02,2021,42400.0,524.0,3301,3364,975,21.4,1775,0,0,0,0,0,1765,805,975
5350345.00,2021,91000.0,1380.0,4042,3938,320,23.7,1360,660,175,20,195,195,90,1040,320
5350346.01,2021,71500.0,1090.0,4630,4634,965,20.7,1615,370,95,20,170,270,685,645,970
5350346.02,2021,76000.0,1200.0,5323,5388,1395,28.4,1960,0,355,130,5,50,1325,565,1390
5350347.00,2021,108000.0,2400.0,3390,2833,195,59.0,1080,80,260,470,40,220,0,905,200
5350348.00,2021,98000.0,1530.0,5780,5601,405,42.5,1950,1125,0,95,145,370,210,1550,405
5350349.00,2021,68000.0,1230.0,5633,5720,1500,40.5,2220,520,0,0,180,860,655,700,1500
5350350.00,2021,81000.0,990.0,5228,5419,680,38.1,1940,1145,0,0,310,60,430,1280,685
5350351.01,2021,72000.0,1120.0,5376,5497,1045,25.7,1995,710,20,5,310,55,895,885,1040
5350351.02,2021,74000.0,1160.0,2683,2756,625,30.4,1010,300,0,15,75,120,500,460,620
5350352.00,2021,81000.0,1250.0,5278,5309,575,37.4,1825,460,5,240,180,150,790,1250,580
5350353.02,2021,91000.0,1310.0,5464,5305,595,33.6,1640,930,0,45,225,50,385,1015,595
5350353.03,2021,83000.0,1500.0,3000,3107,295,25.4,1045,340,0,35,100,10,565,755,295
5350353.04,2021,67500.0,1150.0,4255,4509,765,24.2,1530,385,5,55,150,30,905,775,765
5350354.00,2021,90000.0,1330.0,5421,5403,520,36.3,1715,1025,0,0,495,95,105,1230,515
5350355.02,2021,77500.0,1200.0,5097,5214,695,37.1,1895,500,60,160,160,5,1005,1195,700
5350355.04,2021,76000.0,1370.0,5152,5270,1275,32.8,1740,65,0,195,25,10,1450,480,1275
5350355.05,2021,67000.0,1210.0,3525,3033,960,40.0,1395,160,0,0,95,115,1025,415,960
5350355.06,2021,69500.0,1000.0,1791,1643,395,19.2,590,90,80,50,45,0,325,180,395
5350356.00,2021,99000.0,1410.0,4962,4833,305,36.1,1515,980,40,0,245,130,125,1190,305
5350357.01,2021,57200.0,1120.0,6706,7123,1870,28.7,2350,290,10,45,145,45,1815,505,1870
5350357.02,2021,61200.0,1000.0,5001,4940,1160,24.1,1705,440,5,15,95,115,1030,520,1165
5350358.01,2021,95000.0,870.0,3504,3397,180,30.6,1120,720,140,0,120,140,0,975,175
5350358.02,2021,64500.0,930.0,5280,4732,940,28.7,2040,310,70,315,60,110,1175,1060,940
5350358.03,2021,58800.0,548.0,5718,5598,1280,22.0,2210,360,175,440,135,220,850,940,1280
5350359.00,2021,67000.0,1160.0,7681,7558,1385,36.0,2760,615,30,330,155,160,1465,1370,1390
5350360.00,2021,107000.0,1200.0,6231,6107,360,27.8,2050,1275,60,445,240,25,5,1690,360
5350361.01,2021,138000.0,1370.0,6037,5804,190,47.4,1970,1650,0,195,85,45,0,1785,185
5350361.02,2021,132000.0,1600.0,7416,7558,160,28.1,2450,1890,160,295,70,30,0,2285,160
5350362.01,2021,96000.0,1400.0,6291,6300,705,34.0,2085,905,85,220,125,435,315,1385,710
5350362.02,2021,126000.0,1100.0,5803,5628,245,27.1,1695,1360,5,15,300,15,0,1450,250
5350362.03,2021,117000.0,1440.0,6875,6866,275,34.5,2100,1815,5,0,260,15,0,1825,270
5350362.04,2021,89000.0,1270.0,5240,5019,520,32.7,1840,555,190,115,125,80,765,1310,520
5350363.02,2021,99000.0,1390.0,3270,3253,270,42.6,1090,555,0,310,30,0,195,785,265
5350363.04,2021,107000.0,1360.0,3908,3668,265,37.7,1150,580,5,290,70,5,195,910,265
5350363.05,2021,61200.0,1120.0,4665,4538,1195,29.4,1695,40,25,135,0,200,1300,505,1200
5350363.06,2021,72500.0,1800.0,7176,7307,1040,40.6,3270,0,0,0,0,0,3260,2190,1045
5350363.07,2021,55600.0,1090.0,5164,5338,1615,28.5,1935,295,0,0,20,0,1625,355,1615
5350364.01,2021,89000.0,1130.0,5865,5996,650,29.5,1940,1095,0,200,210,10,415,1295,645
5350364.02,2021,97000.0,1480.0,3110,3053,265,44.2,950,725,5,0,190,30,0,665,265
5350365.00,2021,91000.0,1560.0,7650,6497,830,36.8,2330,1235,5,0,525,25,535,1520,825
5350366.00,2021,80000.0,1100.0,6228,6136,825,25.0,2080,1035,85,40,280,110,520,1275,825
5350367.01,2021,82000.0,1350.0,4534,4710,875,30.9,1355,400,60,135,80,30,645,490,875
5350367.02,2021,99000.0,1800.0,3560,3548,170,51.5,1170,895,75,0,150,45,5,990,170
5350368.01,2021,65000.0,1840.0,6624,6843,1370,53.1,3440,0,0,105,0,0,3330,2140,1365
5350368.02,2021,75500.0,770.0,4365,4315,520,28.8,1565,1020,0,10,170,5,355,970,525
5350369.00,2021,88000.0,1300.0,8145,8094,1035,28.5,2415,895,295,160,195,175,680,1380,1040
5350370.01,2021,68500.0,1290.0,9656,9977,1835,33.0,3680,410,165,860,15,45,2185,1845,1840
5350370.02,2021,85000.0,1500.0,5574,5580,570,34.5,1835,515,50,380,140,175,575,1235,570
5350370.03,2021,92000.0,1220.0,4262,4137,475,29.5,1380,740,120,120,160,80,150,930,475
5350371.00,2021,90000.0,1700.0,8463,7626,880,47.7,2890,1670,5,235,440,105,440,2015,875
5350372.00,2021,101000.0,1600.0,4333,4346,235,48.9,1440,1115,5,40,240,30,0,1235,240
5350373.00,2021,82000.0,1310.0,4934,4806,920,40.1,1765,810,0,140,255,10,550,820,920
5350374.01,2021,94000.0,1410.0,5150,4848,555,28.8,1800,840,5,195,175,20,565,1245,555
5350374.02,2021,91000.0,1100.0,3171,3215,120,29.2,1065,545,75,280,125,20,0,965,115
5350374.03,2021,64000.0,1150.0,4053,4184,985,31.8,1605,465,45,15,140,270,665,605,985
5350375.01,2021,54800.0,1120.0,6266,6324,1625,33.7,2725,475,125,135,80,85,1820,1075,1620
5350375.02,2021,118000.0,1230.0,1887,1959,190,36.8,675,500,0,80,15,0,80,485,190
5350375.03,2021,75500.0,1340.0,5221,5318,1125,24.9,1850,430,50,210,35,10,1105,715,1130
5350375.04,2021,96000.0,1700.0,5785,5300,385,30.3,1885,520,85,620,60,55,535,1505,390
5350375.05,2021,79500.0,1370.0,6915,7208,1430,38.7,2680,955,5,280,30,20,1395,1285,1425
5350376.01,2021,79000.0,850.0,5025,5094,530,20.8,1600,700,80,300,125,155,235,1055,530
5350376.02,2021,74500.0,1350.0,4667,5176,600,39.3,1565,175,240,140,40,180,795,1000,595
5350376.04,2021,80000.0,1480.0,5296,5460,630,36.8,1925,690,20,200,60,15,945,1315,625
5350376.05,2021,82000.0,1600.0,6299,6860,190,54.1,1980,1315,0,0,80,195,390,1785,195
5350376.06,2021,35200.0,,428,484,35,0.0,225,0,0,0,0,0,215,170,35
5350376.08,2021,82000.0,1620.0,6056,6157,290,43.9,2160,285,140,460,30,80,1160,1835,290
5350376.09,2021,72000.0,1760.0,4250,4638,265,41.5,1585,510,60,80,65,45,835,1305,260
5350376.11,2021,78000.0,1360.0,3313,3416,470,23.4,1025,80,105,480,15,95,250,525,475
5350376.12,2021,86000.0,950.0,5081,5318,270,37.0,1865,500,140,255,35,125,805,1620,270
5350376.13,2021,74500.0,1200.0,3626,3902,165,43.8,1325,415,50,160,45,10,645,1155,170
5350376.14,2021,95000.0,1540.0,3472,3763,90,33.3,1050,775,60,110,85,25,0,955,95
5350376.15,2021,75000.0,1800.0,3560,3696,215,40.0,1505,275,5,90,165,5,965,1300,215
5350376.16,2021,60800.0,1420.0,4484,4226,1345,45.3,1845,0,0,25,0,0,1800,495,1350
5350377.02,2021,91000.0,1450.0,4356,4405,265,26.9,1385,1070,25,20,240,15,0,1095,265
5350377.03,2021,98000.0,1500.0,2682,2815,140,25.0,840,520,25,165,80,50,0,690,140
5350377.04,2021,90000.0,870.0,5466,5939,195,30.8,1655,505,415,380,145,210,0,1470,200
5350377.06,2021,91000.0,650.0,3408,3809,110,18.2,960,680,35,140,85,10,0,840,105
5350377.07,2021,91000.0,1090.0,4556,4857,170,27.3,1275,705,230,150,130,50,0,1125,170
5350377.08,2021,84000.0,1340.0,4912,5009,345,27.9,1670,640,50,305,135,230,310,1370,340
5350377.09,2021,70500.0,1840.0,5506,3987,1125,53.5,2735,35,0,70,20,35,2575,1590,1130
5350378.02,2021,87000.0,1310.0,2970,3257,345,25.0,900,360,105,0,115,65,230,570,340
5350378.03,2021,91000.0,1420.0,7948,7363,595,31.9,2685,380,300,1060,150,75,715,2090,595
5350378.04,2021,86000.0,1400.0,5958,6148,525,28.2,1735,520,125,415,180,155,335,1210,520
5350378.05,2021,92000.0,1290.0,3905,3907,440,26.7,1195,445,80,440,130,5,80,745,435
5350378.06,2021,93000.0,1210.0,5763,6063,370,31.5,1640,365,315,340,275,30,285,1275,370
5350378.07,2021,81000.0,1420.0,6694,7099,620,39.5,2200,650,140,100,160,300,815,1570,625
5350378.08,2021,84000.0,1440.0,6275,6263,570,40.7,2045,935,75,200,145,95,595,1455,570
5350378.11,2021,85000.0,1350.0,5633,5693,450,40.0,1735,335,205,660,90,100,325,1280,455
5350378.12,2021,70000.0,1280.0,5300,5181,905,40.0,1880,240,105,410,100,215,810,985,905
5350378.14,2021,86000.0,1600.0,3707,3892,505,39.0,1140,275,0,370,35,10,450,625,505
5350378.16,2021,83000.0,1290.0,5695,6103,320,47.6,1880,780,0,15,240,20,830,1565,315
5350378.17,2021,100000.0,1200.0,3265,3336,305,16.4,920,410,140,250,75,50,0,625,300
5350378.18,2021,56800.0,1450.0,2587,2765,250,42.0,1080,0,0,100,0,0,980,845,250
5350378.19,2021,96000.0,1210.0,4808,5162,105,28.6,1385,1040,110,85,145,5,0,1280,100
5350378.20,2021,60800.0,1500.0,1918,2093,110,36.4,760,0,0,10,0,0,755,645,105
5350378.21,2021,92000.0,1370.0,3612,3948,80,26.7,1035,665,175,130,45,10,5,955,75
5350378.22,2021,93000.0,2160.0,3114,3454,65,38.5,870,800,5,0,60,5,0,810,60
5350378.23,2021,91000.0,800.0,3840,4095,175,22.9,1280,635,95,55,120,25,325,1120,180
5350378.24,2021,68500.0,1200.0,5820,6109,365,33.3,2125,450,195,275,95,295,820,1780,365
5350378.25,2021,121000.0,2140.0,7612,7931,230,38.6,1865,1200,300,215,130,10,0,1610,225
5350378.26,2021,126000.0,1980.0,4867,4761,140,17.9,1215,995,0,195,20,0,5,1100,140
5350378.27,2021,111000.0,1900.0,5547,5806,250,34.0,1530,580,255,495,185,5,0,1275,250
5350378.28,2021,111000.0,1200.0,6946,7175,395,27.8,1930,1105,120,240,440,15,0,1535,400
5350400.02,2021,140000.0,1700.0,5883,5911,85,41.2,1875,1740,30,50,45,15,0,1780,85
5350400.03,2021,125000.0,1530.0,2848,2961,90,33.3,940,790,0,70,65,20,0,860,95
5350400.04,2021,97000.0,1460.0,1975,1961,205,36.6,725,510,0,80,30,10,100,495,210
5350400.06,2021,131000.0,1900.0,3026,3062,105,28.6,1030,755,95,155,15,5,0,920,110
5350400.07,2021,128000.0,1800.0,3425,3316,135,48.1,1175,1010,40,70,25,35,0,1040,140
5350400.08,2021,59600.0,1160.0,3061,2844,690,43.8,1425,490,90,45,60,140,605,710,690
5350400.11,2021,112000.0,1300.0,5933,6259,210,33.3,1560,1125,0,40,365,25,0,1345,210
5350400.12,2021,106000.0,1550.0,6620,6829,280,37.5,2195,1730,0,165,105,10,190,1965,275
5350400.13,2021,105000.0,1550.0,6377,6678,325,31.7,1650,1035,90,5,255,140,125,1325,330
5350400.14,2021,102000.0,1000.0,5604,6116,260,25.5,1495,1035,0,0,445,15,0,1235,260
5350400.15,2021,130000.0,2060.0,4559,4629,115,47.8,1560,1245,5,265,40,0,0,1475,120
5350400.16,2021,148000.0,2680.0,5203,5388,80,31.3,1455,1415,0,0,35,0,0,1375,80
5350400.17,2021,94000.0,1100.0,4371,4679,310,30.6,1165,535,5,0,610,15,0,875,305
5350400.18,2021,80000.0,1000.0,2418,2507,250,27.1,705,285,0,0,315,5,95,435,245
5350400.19,2021,117000.0,2360.0,11590,10048,675,51.5,3655,1120,625,1425,220,165,110,2985,670
5350400.20,2021,128000.0,2740.0,5740,4250,190,48.6,1570,1045,140,375,10,0,0,1350,190
5350400.21,2021,102000.0,2180.0,3068,2102,285,50.9,1020,605,60,150,115,85,5,730,290
5350400.22,2021,137000.0,2380.0,10353,9623,325,49.2,2640,2090,290,235,20,5,0,2315,325
5350400.23,2021,112000.0,2100.0,10615,8556,525,48.5,2810,1655,460,100,160,10,420,2285,530
5350401.04,2021,95000.0,1500.0,3065,3305,100,30.0,965,640,185,0,110,25,5,870,105
5350401.05,2021,58800.0,1900.0,3245,2424,720,52.9,1720,5,0,15,5,0,1700,1000,720
5350401.06,2021,103000.0,2180.0,6048,4891,425,64.6,2115,1510,20,540,35,5,15,1655,430
5350401.07,2021,113000.0,1900.0,4147,4112,235,41.3,1480,1075,0,160,30,215,0,1230,230
5350401.08,2021,130000.0,2620.0,3238,3345,130,57.7,1050,840,55,145,5,10,0,960,130
5350401.09,2021,97000.0,2140.0,7885,8404,425,53.1,2730,1335,0,635,45,0,715,2305,425
5350401.10,2021,122000.0,2640.0,4508,4723,100,35.0,1450,1165,0,210,65,5,0,1345,95
5350401.11,2021,102000.0,1090.0,6354,6784,275,25.5,1790,1315,0,0,470,5,0,1530,275
5350401.13,2021,69500.0,1240.0,6839,6440,370,37.8,2375,1245,0,45,455,10,620,2035,375
5350401.14,2021,135000.0,1800.0,7408,7822,140,35.7,2260,2170,5,0,75,0,5,2115,140
5350401.15,2021,89000.0,2480.0,2755,2759,185,59.5,1140,610,0,0,15,0,510,970,185
5350401.17,2021,100000.0,1000.0,3339,3510,105,42.9,970,840,0,0,120,5,0,835,105
5350401.18,2021,64500.0,1900.0,8632,6141,2115,59.2,4480,370,5,235,80,5,3780,2405,2115
5350401.19,2021,83000.0,1260.0,6305,6820,320,35.5,1935,1075,0,205,380,15,260,1610,320
5350401.20,2021,99000.0,850.0,4107,4453,125,16.0,1105,815,0,0,275,10,0,945,130
5350401.21,2021,98000.0,1380.0,2707,2920,105,23.8,750,545,0,0,205,0,0,675,105
5350401.22,2021,94000.0,1960.0,8355,8579,400,60.3,2515,1030,545,660,50,10,230,2120,400
5350401.23,2021,115000.0,1500.0,1896,1946,45,0.0,550,370,75,75,30,0,0,490,45
5350402.01,2021,118000.0,2200.0,2433,2465,205,26.8,845,470,5,360,20,0,0,635,205
5350402.02,2021,71000.0,1940.0,5837,5455,1035,59.9,2445,770,0,130,135,20,1380,1355,1035
5350402.03,2021,95000.0,1820.0,3104,3177,185,54.1,1190,495,25,115,15,0,535,1005,190
5350402.04,2021,121000.0,2240.0,4960,5061,205,41.5,1800,1095,140,380,40,5,140,1605,205
5350402.05,2021,147000.0,3560.0,1969,2005,40,75.0,695,590,0,10,15,5,75,625,40
5350402.06,2021,81000.0,1540.0,5910,6031,1045,50.7,2350,725,80,185,75,55,1225,1355,1050
5350402.07,2021,110000.0,2140.0,2041,2054,100,45.0,755,495,0,240,20,0,0,640,100
5350402.08,2021,105000.0,2400.0,5827,6194,285,68.5,2240,1105,100,75,55,0,910,1955,285
5350402.09,2021,92000.0,1600.0,3644,3699,500,48.5,1450,725,15,130,25,10,545,950,495
5350402.10,2021,102000.0,1960.0,3882,3632,245,42.6,1505,380,55,610,35,330,90,1285,250
5350402.12,2021,68500.0,1940.0,6069,5937,895,51.2,3040,0,15,670,5,55,2290,2105,895
5350402.13,2021,150000.0,2960.0,4734,4965,60,58.3,1565,1530,0,0,35,0,0,1510,55
5350403.01,2021,124000.0,1130.0,6936,7585,355,21.1,2145,1805,0,260,0,80,0,1795,355
5350403.04,2021,127000.0,2840.0,4147,4330,70,64.3,1260,795,260,200,0,0,0,1195,75
5350403.05,2021,132000.0,2840.0,4658,4155,190,50.0,1540,1020,5,500,0,15,0,1330,185
5350403.07,2021,114000.0,2600.0,12448,12001,515,49.5,3650,2230,510,900,15,5,0,3135,515
5350403.09,2021,117000.0,2600.0,4859,5012,175,65.7,1425,1105,135,175,5,5,0,1250,170
5350403.10,2021,100000.0,2280.0,5779,5609,305,59.0,1795,790,230,600,0,0,175,1495,300
5350403.11,2021,120000.0,2440.0,10637,10620,310,41.9,2975,1775,625,565,5,0,0,2660,315
5350403.12,2021,136000.0,2380.0,9890,9490,250,42.0,2740,1895,320,510,10,0,0,2490,250
5350403.13,2021,103000.0,2340.0,6694,6334,240,57.4,2415,935,130,1075,0,270,0,2180,235
5350403.14,2021,102000.0,2000.0,11336,10117,705,52.6,3570,1775,600,420,15,5,760,2870,700
5350403.15,2021,121000.0,2500.0,12558,11854,590,44.4,3955,1905,590,1455,0,5,0,3365,595
5350403.16,2021,107000.0,2000.0,4649,4087,330,37.9,1495,685,325,300,180,5,0,1175,345
5350410.02,2021,113000.0,1100.0,4193,4396,75,33.3,1400,980,0,160,80,5,170,1345,75
5350410.03,2021,120000.0,2100.0,6841,7178,270,53.7,2425,1550,0,285,40,105,440,2155,270
5350410.04,2021,129000.0,1400.0,3738,3758,210,42.9,1210,910,5,145,150,0,0,1045,210
5350410.05,2021,170000.0,3120.0,5941,6241,80,37.5,1875,1730,0,90,50,0,0,1795,80
5350410.07,2021,137000.0,1410.0,3439,3653,60,50.0,1045,920,0,0,125,0,0,955,65
5350410.09,2021,81000.0,1940.0,5094,5354,395,50.0,2040,610,0,220,90,0,1120,1645,400
5350410.10,2021,104000.0,2340.0,3756,3963,175,65.7,1580,525,110,40,25,0,870,1400,180
5350410.11,2021,113000.0,1090.0,3954,4207,320,24.2,1155,720,10,230,80,0,120,800,315
5350410.12,2021,61200.0,1920.0,7282,6623,1325,58.5,3895,0,0,325,0,75,3485,2570,1320
5350410.13,2021,172000.0,2400.0,6430,6909,100,55.0,2000,1695,0,205,95,0,0,1900,100
5350410.14,2021,130000.0,2200.0,5654,6012,130,30.8,1810,1465,0,120,220,0,5,1680,130
5350410.15,2021,109000.0,1310.0,1786,1827,175,25.7,590,385,15,135,55,5,0,425,175
5350411.01,2021,98000.0,1740.0,5327,5509,295,44.1,1855,1110,0,0,235,15,495,1555,300
5350411.04,2021,122000.0,1300.0,5229,5598,215,42.9,1780,1350,5,10,160,255,0,1570,210
5350411.07,2021,141000.0,2260.0,4204,4294,140,57.1,1360,1180,15,30,95,40,0,1240,140
5350411.08,2021,75500.0,2000.0,7466,2418,1955,62.8,3600,540,60,150,175,35,2635,1530,1955
5350411.09,2021,130000.0,2340.0,6093,6332,145,48.3,1860,740,530,540,25,25,0,1715,145
5350411.12,2021,138000.0,2160.0,5369,5592,160,45.2,1560,930,55,540,35,0,0,1405,155
5350411.15,2021,118000.0,1800.0,4142,4243,205,53.7,1375,835,55,160,110,190,0,1195,205
5350411.16,2021,136000.0,2100.0,7296,6414,330,42.4,2235,1515,120,330,25,115,125,1900,335
5350411.17,2021,155000.0,3200.0,10136,7439,220,56.8,2855,2775,50,25,10,0,0,2640,215
5350411.18,2021,152000.0,2840.0,11190,11132,365,56.9,3085,2185,505,375,15,5,0,2720,365
5350411.19,2021,141000.0,3100.0,9979,8657,470,67.0,2970,1920,45,875,10,55,65,2500,470
5350411.21,2021,127000.0,2700.0,2421,2443,75,66.7,650,0,375,265,0,5,5,600,80
5350411.22,2021,130000.0,2280.0,5306,5492,190,31.6,1570,1345,0,140,60,30,0,1370,190
5350411.23,2021,81000.0,1960.0,4616,4587,465,51.1,2070,395,0,295,15,170,1190,1695,465
5350411.24,2021,117000.0,1620.0,7363,7393,395,44.2,1820,790,525,125,150,220,0,1425,395
5350411.25,2021,124000.0,2640.0,3323,3435,125,68.0,925,515,295,80,30,5,0,790,125
5350411.26,2021,142000.0,2440.0,5277,5377,155,35.5,1510,945,275,265,20,0,0,1350,160
5350411.27,2021,150000.0,2500.0,3945,4203,55,36.4,1105,865,200,0,40,0,0,1030,55
5350411.28,2021,144000.0,2680.0,4985,5152,120,43.5,1480,865,315,290,0,5,0,1335,120
5350411.29,2021,138000.0,1940.0,5793,5482,280,50.9,1775,1280,60,365,0,70,0,1520,275
5350411.30,2021,144000.0,2820.0,6984,7289,185,47.2,2080,1475,300,285,20,0,0,1890,190
5350412.01,2021,103000.0,1840.0,7278,6419,545,50.9,2760,1585,125,200,220,195,430,2210,550
5350412.02,2021,87000.0,1920.0,10261,8918,1090,48.6,4315,1490,400,270,135,270,1750,3235,1085
5350412.04,2021,123000.0,1640.0,4282,4387,110,22.7,1400,1255,0,100,45,0,0,1310,110
5350412.06,2021,106000.0,2200.0,3297,3475,90,50.0,1165,740,340,0,55,30,0,1055,90
5350412.08,2021,104000.0,980.0,2543,2624,100,36.8,885,740,5,0,80,0,65,800,105
5350412.10,2021,116000.0,1840.0,5691,5860,155,48.4,1750,1425,110,40,170,0,0,1580,155
5350412.11,2021,140000.0,2440.0,4443,4717,60,58.3,1320,1055,180,40,45,5,0,1265,60
5350412.12,2021,115000.0,1310.0,3922,4027,165,45.5,1310,475,120,625,25,65,0,1140,165
5350412.13,2021,97000.0,1960.0,5129,4065,440,36.4,2000,1260,0,275,75,10,385,1560,445
5350412.14,2021,180000.0,,3247,3400,20,0.0,1005,990,0,0,15,0,0,980,20
5350412.15,2021,134000.0,2100.0,5689,5456,145,51.7,1980,1480,5,55,50,110,275,1830,150
5350412.18,2021,172000.0,2800.0,7096,7593,95,47.4,2205,2120,0,0,85,0,0,2105,95
5350412.19,2021,146000.0,2460.0,9254,9559,140,39.3,2695,1820,625,165,70,10,0,2550,145
5350412.20,2021,139000.0,1600.0,5528,5761,100,0.0,1680,1180,295,160,35,5,0,1580,105
5350412.21,2021,,,21,10,,,,,,,,,,,
5350412.22,2021,143000.0,2440.0,8911,8811,250,56.0,2520,1640,480,255,40,10,90,2270,255
5350412.24,2021,136000.0,2820.0,8731,8371,255,56.9,2460,1765,100,555,45,0,0,2205,255
5350412.25,2021,145000.0,2160.0,5469,5508,100,45.0,1535,1305,110,95,15,0,0,1435,95
5350412.26,2021,137000.0,2640.0,6018,6267,160,62.5,1675,930,415,335,0,0,0,1515,165
5350413.01,2021,162000.0,2660.0,16587,9614,360,44.4,4600,3875,255,340,30,95,5,4235,365
5350413.02,2021,142000.0,2640.0,15154,12789,350,50.0,4110,2805,475,795,30,5,0,3760,345
5350420.03,2021,81000.0,1370.0,7043,6503,1330,44.4,2620,1420,10,165,225,450,350,1295,1335
5350420.05,2021,79500.0,1820.0,7993,7714,935,55.7,3305,1105,0,250,55,0,1890,2370,935
5350420.06,2021,127000.0,2680.0,4978,5147,120,42.9,1540,1230,25,205,75,0,0,1455,115
5350420.08,2021,67500.0,1740.0,4459,4375,680,50.4,1990,475,70,60,65,245,1075,1275,685
5350420.09,2021,67000.0,1300.0,4804,4537,835,36.4,2225,210,10,450,15,0,1545,1420,830
5350420.10,2021,139000.0,3440.0,3662,3727,55,40.0,1020,1010,5,0,10,0,0,970,55
5350420.11,2021,142000.0,3200.0,5917,6190,150,46.7,1750,1680,0,20,55,0,0,1600,145
5350420.13,2021,81000.0,2060.0,6205,5570,720,60.3,2570,245,235,610,15,0,1455,1850,715
5350420.14,2021,75500.0,1960.0,8657,7143,1260,57.5,3815,250,190,985,10,0,2375,2550,1265
5350420.15,2021,114000.0,2900.0,2333,2349,70,50.0,710,620,45,20,30,0,0,610,65
5350421.01,2021,112000.0,2020.0,7209,6824,385,56.0,2490,2020,5,80,135,10,250,2110,380
5350421.04,2021,77500.0,2000.0,3715,3675,440,60.2,1585,345,0,295,20,5,915,1130,440
5350421.05,2021,117000.0,2260.0,3408,3600,115,47.8,1195,875,5,235,75,0,0,1095,115
5350421.06,2021,75500.0,2000.0,4294,3631,405,56.4,1875,420,10,380,60,0,1005,1480,405
5350421.07,2021,119000.0,2560.0,4018,4097,160,50.0,1360,1220,0,40,95,0,0,1185,160
5350422.02,2021,72500.0,1350.0,5842,5361,1115,44.1,2215,560,655,30,335,210,405,1115,1115
